Task ID, Job ID, BCCT, WCCT, BCRT, WCRT
0, 0, 1, 1, 1, 1
0, 1, 16, 22, 1, 7
0, 10, 151, 151, 1, 1
0, 100, 1501, 1501, 1, 1
0, 101, 1516, 1516, 1, 1
0, 102, 1531, 1531, 1, 1
0, 103, 1546, 1546, 1, 1
0, 104, 1561, 1561, 1, 1
0, 105, 1576, 1576, 1, 1
0, 106, 1591, 1591, 1, 1
0, 107, 1606, 1606, 1, 1
0, 108, 1621, 1621, 1, 1
0, 109, 1636, 1636, 1, 1
0, 11, 166, 166, 1, 1
0, 110, 1651, 1651, 1, 1
0, 111, 1666, 1666, 1, 1
0, 112, 1681, 1681, 1, 1
0, 113, 1696, 1696, 1, 1
0, 114, 1711, 1711, 1, 1
0, 115, 1726, 1726, 1, 1
0, 116, 1741, 1741, 1, 1
0, 117, 1756, 1756, 1, 1
0, 118, 1771, 1771, 1, 1
0, 119, 1786, 1786, 1, 1
0, 12, 181, 181, 1, 1
0, 13, 196, 196, 1, 1
0, 14, 211, 211, 1, 1
0, 15, 226, 226, 1, 1
0, 16, 241, 241, 1, 1
0, 17, 256, 256, 1, 1
0, 18, 271, 271, 1, 1
0, 19, 286, 286, 1, 1
0, 2, 31, 31, 1, 1
0, 20, 301, 301, 1, 1
0, 21, 316, 316, 1, 1
0, 22, 331, 331, 1, 1
0, 23, 346, 346, 1, 1
0, 24, 361, 361, 1, 1
0, 25, 376, 376, 1, 1
0, 26, 391, 391, 1, 1
0, 27, 406, 406, 1, 1
0, 28, 421, 421, 1, 1
0, 29, 436, 436, 1, 1
0, 3, 46, 46, 1, 1
0, 30, 451, 451, 1, 1
0, 31, 466, 466, 1, 1
0, 32, 481, 481, 1, 1
0, 33, 496, 496, 1, 1
0, 34, 511, 511, 1, 1
0, 35, 526, 526, 1, 1
0, 36, 541, 541, 1, 1
0, 37, 556, 556, 1, 1
0, 38, 571, 571, 1, 1
0, 39, 586, 586, 1, 1
0, 4, 61, 61, 1, 1
0, 40, 601, 601, 1, 1
0, 41, 616, 616, 1, 1
0, 42, 631, 631, 1, 1
0, 43, 646, 646, 1, 1
0, 44, 661, 661, 1, 1
0, 45, 676, 676, 1, 1
0, 46, 691, 691, 1, 1
0, 47, 706, 706, 1, 1
0, 48, 721, 721, 1, 1
0, 49, 736, 736, 1, 1
0, 5, 76, 76, 1, 1
0, 50, 751, 751, 1, 1
0, 51, 766, 766, 1, 1
0, 52, 781, 781, 1, 1
0, 53, 796, 796, 1, 1
0, 54, 811, 811, 1, 1
0, 55, 826, 826, 1, 1
0, 56, 841, 841, 1, 1
0, 57, 856, 856, 1, 1
0, 58, 871, 871, 1, 1
0, 59, 886, 886, 1, 1
0, 6, 91, 91, 1, 1
0, 60, 901, 901, 1, 1
0, 61, 916, 916, 1, 1
0, 62, 931, 931, 1, 1
0, 63, 946, 946, 1, 1
0, 64, 961, 961, 1, 1
0, 65, 976, 976, 1, 1
0, 66, 991, 991, 1, 1
0, 67, 1006, 1012, 1, 7
0, 68, 1021, 1021, 1, 1
0, 69, 1036, 1036, 1, 1
0, 7, 106, 106, 1, 1
0, 70, 1051, 1051, 1, 1
0, 71, 1066, 1066, 1, 1
0, 72, 1081, 1081, 1, 1
0, 73, 1096, 1096, 1, 1
0, 74, 1111, 1111, 1, 1
0, 75, 1126, 1126, 1, 1
0, 76, 1141, 1141, 1, 1
0, 77, 1156, 1156, 1, 1
0, 78, 1171, 1171, 1, 1
0, 79, 1186, 1186, 1, 1
0, 8, 121, 121, 1, 1
0, 80, 1201, 1201, 1, 1
0, 81, 1216, 1216, 1, 1
0, 82, 1231, 1231, 1, 1
0, 83, 1246, 1246, 1, 1
0, 84, 1261, 1261, 1, 1
0, 85, 1276, 1276, 1, 1
0, 86, 1291, 1291, 1, 1
0, 87, 1306, 1306, 1, 1
0, 88, 1321, 1321, 1, 1
0, 89, 1336, 1336, 1, 1
0, 9, 136, 136, 1, 1
0, 90, 1351, 1351, 1, 1
0, 91, 1366, 1368, 1, 3
0, 92, 1381, 1381, 1, 1
0, 93, 1396, 1396, 1, 1
0, 94, 1411, 1411, 1, 1
0, 95, 1426, 1426, 1, 1
0, 96, 1441, 1441, 1, 1
0, 97, 1456, 1456, 1, 1
0, 98, 1471, 1471, 1, 1
0, 99, 1486, 1486, 1, 1
1, 0, 1, 8, 1, 8
1, 1, 21, 22, 1, 2
1, 10, 201, 208, 1, 8
1, 11, 221, 222, 1, 2
1, 12, 241, 242, 1, 2
1, 13, 261, 262, 1, 2
1, 14, 281, 282, 1, 2
1, 15, 301, 304, 1, 4
1, 16, 321, 322, 1, 2
1, 17, 341, 342, 1, 2
1, 18, 361, 365, 1, 5
1, 19, 381, 382, 1, 2
1, 2, 41, 42, 1, 2
1, 20, 401, 402, 1, 2
1, 21, 421, 422, 1, 2
1, 22, 441, 442, 1, 2
1, 23, 461, 462, 1, 2
1, 24, 481, 484, 1, 4
1, 25, 501, 502, 1, 2
1, 26, 521, 522, 1, 2
1, 27, 541, 542, 1, 2
1, 28, 561, 565, 1, 5
1, 29, 581, 582, 1, 2
1, 3, 61, 62, 1, 2
1, 30, 601, 604, 1, 4
1, 31, 621, 622, 1, 2
1, 32, 641, 642, 1, 2
1, 33, 661, 662, 1, 2
1, 34, 681, 682, 1, 2
1, 35, 701, 702, 1, 2
1, 36, 721, 722, 1, 2
1, 37, 741, 742, 1, 2
1, 38, 761, 762, 1, 2
1, 39, 781, 782, 1, 2
1, 4, 81, 82, 1, 2
1, 40, 801, 802, 1, 2
1, 41, 821, 822, 1, 2
1, 42, 841, 842, 1, 2
1, 43, 861, 862, 1, 2
1, 44, 881, 882, 1, 2
1, 45, 901, 904, 1, 4
1, 46, 921, 922, 1, 2
1, 47, 941, 942, 1, 2
1, 48, 961, 964, 1, 4
1, 49, 981, 982, 1, 2
1, 5, 101, 102, 1, 2
1, 50, 1001, 1009, 1, 9
1, 51, 1021, 1022, 1, 2
1, 52, 1041, 1042, 1, 2
1, 53, 1061, 1062, 1, 2
1, 54, 1081, 1084, 1, 4
1, 55, 1101, 1102, 1, 2
1, 56, 1121, 1122, 1, 2
1, 57, 1141, 1142, 1, 2
1, 58, 1161, 1162, 1, 2
1, 59, 1181, 1182, 1, 2
1, 6, 121, 124, 1, 4
1, 60, 1201, 1204, 1, 4
1, 61, 1221, 1222, 1, 2
1, 62, 1241, 1242, 1, 2
1, 63, 1261, 1264, 1, 4
1, 64, 1281, 1282, 1, 2
1, 65, 1301, 1302, 1, 2
1, 66, 1321, 1322, 1, 2
1, 67, 1341, 1342, 1, 2
1, 68, 1361, 1365, 1, 5
1, 69, 1381, 1382, 1, 2
1, 7, 141, 142, 1, 2
1, 70, 1401, 1402, 1, 2
1, 71, 1421, 1422, 1, 2
1, 72, 1441, 1442, 1, 2
1, 73, 1461, 1462, 1, 2
1, 74, 1481, 1482, 1, 2
1, 75, 1501, 1502, 1, 2
1, 76, 1521, 1522, 1, 2
1, 77, 1541, 1542, 1, 2
1, 78, 1561, 1564, 1, 4
1, 79, 1581, 1582, 1, 2
1, 8, 161, 162, 1, 2
1, 80, 1601, 1602, 1, 2
1, 81, 1621, 1622, 1, 2
1, 82, 1641, 1642, 1, 2
1, 83, 1661, 1662, 1, 2
1, 84, 1681, 1682, 1, 2
1, 85, 1701, 1702, 1, 2
1, 86, 1721, 1722, 1, 2
1, 87, 1741, 1742, 1, 2
1, 88, 1761, 1762, 1, 2
1, 89, 1781, 1782, 1, 2
1, 9, 181, 182, 1, 2
2, 0, 1, 9, 1, 9
2, 1, 21, 22, 1, 2
