file name,schedulable?,#jobs,#states,#edges,max width,CPU time,memory,timeout,#CPUs,#POR successes,#POR failures,#total jobs in POR
jobsets/jobset-taskset-0.csv,1,4741,1170,1169,1,0.008779,15.855469,0,4,883,0,4455
jobsets/jobset-taskset-1.csv,1,12211,4281,4280,1,0.102131,15.890625,0,4,2865,0,10796
jobsets/jobset-taskset-10.csv,1,27154,10175,10174,1,0.626705,21.773438,0,4,7114,0,24094
jobsets/jobset-taskset-100.csv,1,9755,3829,3828,1,0.114011,15.945312,0,4,2613,0,8540
jobsets/jobset-taskset-101.csv,1,6320,2242,2241,1,0.053637,15.960938,0,4,1390,0,5469
jobsets/jobset-taskset-102.csv,1,12925,3443,3442,1,0.029287,15.882812,0,4,3370,0,12853
jobsets/jobset-taskset-103.csv,1,4042,1284,1290,8,0.007956,15.972656,0,4,1219,1,4055
jobsets/jobset-taskset-104.csv,1,190,46,45,1,0.000404,15.937500,0,4,36,0,181
jobsets/jobset-taskset-105.csv,1,1033,320,319,1,0.001846,15.949219,0,4,257,0,971
jobsets/jobset-taskset-106.csv,1,1919,527,526,1,0.003309,15.988281,0,4,415,0,1808
jobsets/jobset-taskset-107.csv,1,1864,499,498,1,0.003145,15.871094,0,4,403,0,1769
jobsets/jobset-taskset-108.csv,1,11075,3820,3819,1,0.127662,16.000000,0,4,2602,0,9858
jobsets/jobset-taskset-109.csv,1,7213,1762,1761,1,0.015309,15.894531,0,4,1284,0,6736
jobsets/jobset-taskset-11.csv,1,4797,1295,1294,1,0.008231,15.988281,0,4,1231,0,4734
jobsets/jobset-taskset-110.csv,1,53972,15274,15273,1,0.261371,40.695312,0,4,13450,0,52149
jobsets/jobset-taskset-111.csv,1,6373,1945,1944,1,0.028577,15.964844,0,4,1560,0,5989
jobsets/jobset-taskset-112.csv,1,31511,9526,9525,1,0.099679,24.925781,0,4,9240,0,31226
jobsets/jobset-taskset-113.csv,1,31445,15324,22481,182,1.555936,25.722656,0,4,13193,2010,48450
jobsets/jobset-taskset-114.csv,1,32227,11317,11371,7,0.124187,25.183594,0,4,10598,10,31956
jobsets/jobset-taskset-115.csv,1,885,263,262,1,0.001574,15.906250,0,4,262,0,885
jobsets/jobset-taskset-116.csv,1,1063,262,261,1,0.001735,15.925781,0,4,237,0,1039
jobsets/jobset-taskset-117.csv,1,196,41,40,1,0.000332,15.968750,0,4,30,0,186
jobsets/jobset-taskset-118.csv,1,241,88,87,1,0.000495,15.960938,0,4,56,0,210
jobsets/jobset-taskset-119.csv,1,56609,24738,25084,53,7.012466,42.839844,0,4,14397,58,48209
jobsets/jobset-taskset-12.csv,1,4964,1708,1707,1,0.021801,15.839844,0,4,1270,0,4527
jobsets/jobset-taskset-120.csv,1,18406,5473,5472,1,0.055438,15.949219,0,4,4745,0,17679
jobsets/jobset-taskset-121.csv,1,17623,7153,7152,1,0.240903,15.910156,0,4,4557,0,15028
jobsets/jobset-taskset-122.csv,1,201,57,56,1,0.000366,15.957031,0,4,56,0,201
jobsets/jobset-taskset-123.csv,1,47227,20509,20508,1,4.359239,34.265625,0,4,11411,0,38130
jobsets/jobset-taskset-124.csv,1,837,239,238,1,0.001723,15.910156,0,4,199,0,798
