file name,schedulable?,#jobs,#states,#edges,max width,CPU time,memory,timeout,#CPUs,#POR successes,#POR failures,#total jobs in POR
jobsets/jobset-taskset-0.csv,0,1799,6,5,1,0.000727,13.851562,0,4,1,1,49
jobsets/jobset-taskset-1.csv,0,37255,483,1375,210,0.685499,29.402344,0,4,70,227,2845
jobsets/jobset-taskset-10.csv,0,2283,7,6,1,0.000718,13.847656,0,4,2,1,52
jobsets/jobset-taskset-100.csv,0,13057,665,2299,227,0.149348,13.847656,0,4,0,371,0
jobsets/jobset-taskset-101.csv,0,2067,586,2112,210,0.026972,13.851562,0,4,14,345,526
jobsets/jobset-taskset-102.csv,0,104281,512,1930,210,2.861919,73.281250,0,4,0,386,0
jobsets/jobset-taskset-103.csv,0,16417,585,2092,210,0.203535,14.902344,0,4,23,363,649
jobsets/jobset-taskset-104.csv,1,901,364,363,1,0.002577,13.851562,0,4,211,0,749
jobsets/jobset-taskset-105.csv,0,3751,332,773,104,0.029217,13.851562,0,4,244,73,4236
jobsets/jobset-taskset-106.csv,1,7273,3082,3081,1,0.129272,13.824219,0,4,1450,0,5642
jobsets/jobset-taskset-107.csv,0,19105,7,6,1,0.002146,15.910156,0,4,2,1,28
jobsets/jobset-taskset-108.csv,1,16703,6892,6891,1,0.400610,14.265625,0,4,3744,0,13556
jobsets/jobset-taskset-109.csv,0,8282,4,3,1,0.001589,13.851562,0,4,1,1,68
jobsets/jobset-taskset-11.csv,0,5129,3,2,1,0.000631,13.820312,0,4,1,1,46
jobsets/jobset-taskset-110.csv,0,11885,621,2170,210,0.216570,13.867188,0,4,42,344,3936
jobsets/jobset-taskset-111.csv,0,10318,353,953,129,0.040215,13.851562,0,4,0,118,0
jobsets/jobset-taskset-112.csv,0,1805,5,4,1,0.000729,13.851562,0,4,2,1,54
jobsets/jobset-taskset-113.csv,0,3630,620,2323,210,0.039573,13.851562,0,4,8,357,217
jobsets/jobset-taskset-114.csv,1,1387,661,748,24,0.010585,13.851562,0,4,377,12,2476
jobsets/jobset-taskset-115.csv,0,41975,622,2307,210,1.229517,33.148438,0,4,14,364,1432
jobsets/jobset-taskset-116.csv,0,7950,5,4,1,0.001424,13.851562,0,4,2,1,69
jobsets/jobset-taskset-117.csv,0,2861,384,1238,120,0.016173,13.851562,0,4,0,167,0
jobsets/jobset-taskset-118.csv,0,23353,634,2465,210,0.395378,18.898438,0,4,4,382,58
jobsets/jobset-taskset-119.csv,0,7603,613,2158,210,0.076598,13.855469,0,4,24,337,504
jobsets/jobset-taskset-12.csv,0,1921,620,2299,210,0.021923,13.855469,0,4,17,369,316
jobsets/jobset-taskset-120.csv,1,72931,25619,25618,1,1.090317,53.546875,0,4,17458,0,64771
jobsets/jobset-taskset-121.csv,0,6396,636,2407,210,0.087367,13.855469,0,4,15,370,683
jobsets/jobset-taskset-122.csv,0,6841,386,1259,120,0.042418,13.855469,0,4,0,170,0
jobsets/jobset-taskset-123.csv,0,2985,633,2470,210,0.041081,13.855469,0,4,2,379,108
jobsets/jobset-taskset-124.csv,1,1014,1210,2835,208,0.080923,13.855469,0,4,752,336,10673
jobsets/jobset-taskset-125.csv,1,2311,1555,1884,83,0.027559,13.855469,0,4,663,49,4621
jobsets/jobset-taskset-126.csv,0,6683,7,6,1,0.000821,13.855469,0,4,2,1,47
jobsets/jobset-taskset-127.csv,0,152,622,2171,218,0.004901,13.855469,0,4,7,339,82
jobsets/jobset-taskset-128.csv,0,33689,513,1921,210,0.550015,26.523438,0,4,1,381,22
jobsets/jobset-taskset-129.csv,0,7087,166,317,55,0.268541,13.855469,0,4,128,25,8802
jobsets/jobset-taskset-13.csv,1,515,186,185,1,0.001463,13.859375,0,4,93,0,423
jobsets/jobset-taskset-130.csv,1,75247,19107,19106,1,0.337628,54.570312,0,4,19106,0,75247
jobsets/jobset-taskset-131.csv,1,18367,7299,7298,1,0.567379,15.335938,0,4,4444,0,15513
jobsets/jobset-taskset-132.csv,0,48326,583,2169,210,1.293178,36.628906,0,4,8,377,560
jobsets/jobset-taskset-133.csv,0,74547,632,2485,210,2.657797,57.476562,0,4,0,386,0
jobsets/jobset-taskset-134.csv,0,140131,5,4,1,0.018278,89.781250,0,4,2,1,65
jobsets/jobset-taskset-135.csv,1,21758,10288,10287,1,0.942374,17.824219,0,4,3693,0,15164
jobsets/jobset-taskset-136.csv,0,322157,512,1930,210,9.292295,216.828125,0,4,0,386,0
jobsets/jobset-taskset-137.csv,0,5084,633,2480,210,0.075902,13.863281,0,4,1,385,116
jobsets/jobset-taskset-138.csv,1,407,111,110,1,0.000977,13.867188,0,4,55,0,352
jobsets/jobset-taskset-139.csv,0,1503,620,2344,210,0.018500,13.867188,0,4,4,359,68
jobsets/jobset-taskset-14.csv,0,6311,632,2481,210,0.080119,13.867188,0,4,0,382,0
jobsets/jobset-taskset-140.csv,0,2351,6,5,1,0.000642,13.867188,0,4,3,1,55
jobsets/jobset-taskset-141.csv,0,2695,386,1259,120,0.015691,13.859375,0,4,0,170,0
jobsets/jobset-taskset-142.csv,0,5354,9,8,1,0.000695,13.867188,0,4,6,1,62
jobsets/jobset-taskset-143.csv,0,6290,519,1730,210,0.071089,13.851562,0,4,37,343,1294
jobsets/jobset-taskset-144.csv,0,26189,388,1274,120,0.295487,20.496094,0,4,1,172,94
jobsets/jobset-taskset-145.csv,1,3244,1014,1013,1,0.010766,13.855469,0,4,1013,0,3244
jobsets/jobset-taskset-146.csv,0,4381,582,2196,210,0.051866,13.851562,0,4,0,372,0
jobsets/jobset-taskset-147.csv,0,4418,617,2385,210,0.055012,13.851562,0,4,0,386,0
jobsets/jobset-taskset-148.csv,0,17531,619,2372,210,0.207512,15.710938,0,4,2,380,124
jobsets/jobset-taskset-149.csv,0,3669,4,3,1,0.000851,13.855469,0,4,2,1,57
jobsets/jobset-taskset-15.csv,1,788,458,457,1,0.003315,13.851562,0,4,95,0,426
jobsets/jobset-taskset-150.csv,1,1143,507,506,1,0.005514,13.851562,0,4,204,0,841
jobsets/jobset-taskset-151.csv,1,1032,347,346,1,0.003160,13.851562,0,4,263,0,949
jobsets/jobset-taskset-152.csv,0,9560,386,1259,120,0.057482,13.855469,0,4,0,170,0
jobsets/jobset-taskset-153.csv,1,4987,2081,2080,1,0.052258,13.855469,0,4,1000,0,3907
jobsets/jobset-taskset-154.csv,0,5731,585,2117,210,0.068209,13.855469,0,4,18,367,818
jobsets/jobset-taskset-155.csv,1,928,391,390,1,0.002956,13.855469,0,4,217,0,755
jobsets/jobset-taskset-156.csv,1,10568,3760,3759,1,0.195466,13.867188,0,4,2211,0,9020
jobsets/jobset-taskset-157.csv,0,642,349,747,98,0.014350,13.820312,0,4,265,69,3518
jobsets/jobset-taskset-158.csv,0,879,516,1880,210,0.011064,13.855469,0,4,9,372,204
